severity,code,record_type,record_id,record_ref,stage,owner,retry_status,message
low,media_missing_alt,media,2821,slide-zip,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2844,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2854,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,2922,elbow-pads,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3134,arm-sleeves,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3135,arm-sleeves,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3137,arm-sleeves,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3149,center-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3150,center-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3151,center-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3152,center-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3156,modena-volley-jersey,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3157,modena-volley-jersey,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3171,modena-volley-jersey,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3302,modena-volley-shorts,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3307,modena-volley-jersey,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3309,stivo-pants,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3311,stivo-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3314,baldo-hoodie,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3315,calle-2,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3318,pipe-2-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3322,knee-pads-sleek,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3324,ponale-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3325,ora,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3328,fast-3-woman,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3330,knee-pads-spike,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3331,ponale-sweater,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3333,quick-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3335,arm-sleeves-net,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3336,nago,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3337,nine-jump-socks-1-pair-pack,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3338,baldo-pants,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3340,baldo-collar-zip,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3403,modena-volley-shorts,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3405,modena-volley-jersey,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3405,italian-volleyball-jersey,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3407,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3408,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3409,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3410,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3411,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3412,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3413,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3414,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3415,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3416,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3417,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3418,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3419,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3420,zero-2-unisex,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3421,stivo-pants,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3422,stivo-jacket,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3425,knee-pads-spike,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3426,knee-pads-spike,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3427,knee-pads-spike,transform,client,needs-decision,image has no alt text
low,media_missing_alt,media,3428,knee-pads-spike,transform,client,needs-decision,image has no alt text
